tourney_name,surface,match_num,winner_seed,winner_name,winner_ht,winner_ioc,winner_age,loser_seed,loser_name,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,year
Indian Wells Masters,Hard,92,2.0,Rafael Nadal,185.0,ESP,21.7686516085,9.0,James Blake,185.0,USA,28.1998631075,7-5 3-6 6-3,3,QF,126.0,6.0,1.0,93.0,70.0,44.0,16.0,15.0,6.0,8.0,5.0,2.0,80.0,43.0,33.0,20.0,15.0,1.0,4.0,2008
Indian Wells Masters,Hard,93,,Mardy Fish,188.0,USA,26.250513347,1.0,Roger Federer,185.0,SUI,26.5872689938,6-3 6-2,3,SF,64.0,7.0,1.0,50.0,17.0,15.0,22.0,9.0,1.0,1.0,2.0,0.0,53.0,28.0,16.0,14.0,8.0,4.0,7.0,2008
Indian Wells Masters,Hard,94,3.0,Novak Djokovic,188.0,SRB,20.8021902806,2.0,Rafael Nadal,185.0,ESP,21.7686516085,6-3 6-2,3,SF,88.0,8.0,0.0,50.0,31.0,25.0,11.0,9.0,2.0,3.0,2.0,2.0,51.0,31.0,18.0,8.0,8.0,3.0,7.0,2008
Indian Wells Masters,Hard,95,3.0,Novak Djokovic,188.0,SRB,20.8021902806,,Mardy Fish,188.0,USA,26.250513347,6-2 5-7 6-3,3,F,125.0,10.0,1.0,84.0,53.0,35.0,19.0,15.0,3.0,6.0,6.0,4.0,87.0,35.0,26.0,25.0,14.0,1.0,6.0,2008
Miami Masters,Hard,15,,Janko Tipsarevic,180.0,SRB,23.7535934292,,Yen Hsun Lu,180.0,TPE,24.6105407255,6-1 4-6 6-4,3,R128,109.0,8.0,0.0,73.0,46.0,37.0,18.0,14.0,0.0,1.0,5.0,3.0,72.0,47.0,33.0,10.0,13.0,2.0,5.0,2008
Miami Masters,Hard,33,1.0,Roger Federer,185.0,SUI,26.6255989049,,Gael Monfils,193.0,FRA,21.5605749487,6-3 6-4,3,R64,67.0,2.0,1.0,67.0,46.0,35.0,13.0,10.0,7.0,7.0,8.0,2.0,52.0,31.0,23.0,9.0,9.0,0.0,2.0,2008
Miami Masters,Hard,40,6.0,Andy Roddick,188.0,USA,25.5660506502,,Viktor Troicki,193.0,SRB,22.1163586585,5-7 6-2 6-4,3,R64,134.0,13.0,5.0,89.0,51.0,41.0,21.0,15.0,5.0,7.0,5.0,6.0,100.0,55.0,37.0,23.0,15.0,6.0,10.0,2008
Miami Masters,Hard,41,4.0,Nikolay Davydenko,178.0,RUS,26.8090349076,,Ernests Gulbis,190.0,LAT,19.5646817248,3-6 7-6(6) 7-6(3),3,R64,161.0,6.0,3.0,105.0,66.0,43.0,22.0,16.0,3.0,7.0,8.0,7.0,128.0,74.0,49.0,28.0,17.0,6.0,9.0,2008
Miami Masters,Hard,47,,Janko Tipsarevic,180.0,SRB,23.7535934292,29.0,Fernando Verdasco,188.0,ESP,24.3559206023,6-4 7-6(4),3,R64,97.0,7.0,4.0,56.0,33.0,27.0,15.0,11.0,0.0,2.0,5.0,6.0,75.0,43.0,28.0,16.0,11.0,5.0,8.0,2008
Miami Masters,Hard,52,10.0,Tomas Berdych,196.0,CZE,22.5160848734,,Sam Querrey,198.0,USA,20.462696783,6-1 6-2,3,R64,60.0,5.0,0.0,43.0,20.0,18.0,15.0,8.0,1.0,1.0,5.0,2.0,59.0,37.0,17.0,12.0,7.0,9.0,13.0,2008
Miami Masters,Hard,55,31.0,Igor Andreev,185.0,RUS,24.6954140999,,Michael Berrer,193.0,GER,27.7289527721,6-2 6-1,3,R64,71.0,5.0,0.0,50.0,38.0,29.0,6.0,8.0,2.0,2.0,3.0,2.0,56.0,35.0,18.0,9.0,7.0,4.0,8.0,2008
Miami Masters,Hard,60,9.0,James Blake,185.0,USA,28.2381930185,,Andreas Seppi,190.0,ITA,24.0876112252,7-5 6-3,3,R64,67.0,7.0,3.0,67.0,37.0,28.0,16.0,11.0,2.0,3.0,6.0,5.0,53.0,32.0,22.0,12.0,10.0,3.0,6.0,2008
Miami Masters,Hard,64,2.0,Rafael Nadal,185.0,ESP,21.8069815195,,Benjamin Becker,178.0,GER,26.7707049966,7-5 6-2,3,R64,81.0,8.0,1.0,52.0,33.0,24.0,15.0,10.0,2.0,3.0,8.0,1.0,54.0,25.0,15.0,15.0,10.0,1.0,5.0,2008
Miami Masters,Hard,65,1.0,Roger Federer,185.0,SUI,26.6255989049,,Robin Soderling,193.0,SWE,23.6084873374,6-4 3-0 RET,3,R32,47.0,6.0,1.0,41.0,29.0,23.0,6.0,7.0,3.0,4.0,0.0,2.0,33.0,17.0,10.0,5.0,6.0,2.0,5.0,2008
Miami Masters,Hard,68,6.0,Andy Roddick,188.0,USA,25.5660506502,,Ivo Minar,183.0,CZE,23.8412046543,7-6(4) 6-4,3,R32,99.0,10.0,0.0,65.0,37.0,30.0,16.0,11.0,0.0,1.0,4.0,1.0,88.0,48.0,31.0,22.0,11.0,7.0,9.0,2008
Miami Masters,Hard,69,4.0,Nikolay Davydenko,178.0,RUS,26.8090349076,,Simone Bolelli,183.0,ITA,22.4585900068,6-7(5) 7-5 6-1,3,R32,158.0,4.0,2.0,115.0,65.0,52.0,27.0,16.0,6.0,6.0,5.0,2.0,102.0,72.0,47.0,17.0,15.0,8.0,11.0,2008
Miami Masters,Hard,72,,Janko Tipsarevic,180.0,SRB,23.7535934292,,Thomas Johansson,180.0,SWE,33.0020533881,6-4 6-4,3,R32,91.0,16.0,3.0,66.0,32.0,28.0,20.0,10.0,5.0,5.0,7.0,4.0,59.0,28.0,20.0,16.0,10.0,3.0,5.0,2008
Miami Masters,Hard,74,10.0,Tomas Berdych,196.0,CZE,22.5160848734,22.0,Juan Carlos Ferrero,183.0,ESP,28.1122518823,6-1 6-3,3,R32,65.0,6.0,1.0,45.0,24.0,19.0,12.0,8.0,1.0,2.0,1.0,2.0,46.0,23.0,13.0,5.0,8.0,2.0,7.0,2008
Miami Masters,Hard,76,31.0,Igor Andreev,185.0,RUS,24.6954140999,,Kevin Anderson,203.0,RSA,21.8507871321,6-4 6-7(4) 6-4,3,R32,141.0,8.0,3.0,94.0,59.0,46.0,24.0,16.0,2.0,2.0,2.0,5.0,110.0,64.0,43.0,30.0,16.0,3.0,5.0,2008
Miami Masters,Hard,78,9.0,James Blake,185.0,USA,28.2381930185,,Fabrice Santoro,178.0,FRA,35.2881587953,6-3 6-7(4) 6-4,3,R32,136.0,6.0,5.0,114.0,60.0,45.0,22.0,16.0,4.0,8.0,5.0,1.0,105.0,58.0,34.0,24.0,15.0,7.0,13.0,2008
Miami Masters,Hard,80,2.0,Rafael Nadal,185.0,ESP,21.8069815195,,Nicolas Kiefer,183.0,GER,30.7186858316,6-2 6-4,3,R32,110.0,6.0,0.0,52.0,34.0,27.0,12.0,9.0,0.0,0.0,8.0,0.0,56.0,31.0,21.0,9.0,9.0,1.0,4.0,2008
Miami Masters,Hard,81,1.0,Roger Federer,185.0,SUI,26.6255989049,,Jose Acasuso,190.0,ARG,25.4264202601,7-6(5) 6-2,3,R16,75.0,12.0,4.0,55.0,39.0,36.0,9.0,10.0,0.0,0.0,5.0,6.0,63.0,33.0,22.0,17.0,10.0,5.0,7.0,2008
Miami Masters,Hard,82,6.0,Andy Roddick,188.0,USA,25.5660506502,,Julien Benneteau,185.0,FRA,26.2587268994,4-6 6-3 6-2,3,R16,128.0,11.0,1.0,84.0,49.0,43.0,17.0,14.0,3.0,4.0,6.0,7.0,89.0,39.0,29.0,24.0,13.0,5.0,8.0,2008
Miami Masters,Hard,83,4.0,Nikolay Davydenko,178.0,RUS,26.8090349076,,Mario Ancic,196.0,CRO,23.9835728953,4-6 6-3 7-5,3,R16,150.0,4.0,4.0,93.0,60.0,38.0,20.0,16.0,2.0,6.0,4.0,2.0,92.0,49.0,36.0,17.0,15.0,1.0,6.0,2008
Miami Masters,Hard,84,,Janko Tipsarevic,180.0,SRB,23.7535934292,11.0,Mikhail Youzhny,183.0,RUS,25.7467488022,3-6 6-0 6-3,3,R16,118.0,3.0,1.0,70.0,36.0,28.0,18.0,12.0,3.0,5.0,1.0,4.0,82.0,36.0,27.0,17.0,12.0,7.0,12.0,2008
Miami Masters,Hard,85,10.0,Tomas Berdych,196.0,CZE,22.5160848734,,Dmitry Tursunov,185.0,RUS,25.2813141684,6-2 6-2,3,R16,65.0,8.0,4.0,49.0,26.0,23.0,11.0,8.0,1.0,1.0,6.0,1.0,42.0,27.0,19.0,3.0,8.0,0.0,4.0,2008
Miami Masters,Hard,86,31.0,Igor Andreev,185.0,RUS,24.6954140999,15.0,Guillermo Canas,185.0,ARG,30.3271731691,6-4 7-6(6),3,R16,124.0,6.0,1.0,80.0,49.0,33.0,18.0,11.0,3.0,5.0,4.0,2.0,74.0,42.0,26.0,18.0,11.0,3.0,6.0,2008
Miami Masters,Hard,87,9.0,James Blake,185.0,USA,28.2381930185,27.0,Radek Stepanek,185.0,CZE,29.3223819302,6-3 6-4,3,R16,83.0,7.0,1.0,64.0,35.0,25.0,13.0,10.0,1.0,3.0,5.0,1.0,58.0,43.0,23.0,8.0,9.0,5.0,9.0,2008
Miami Masters,Hard,88,2.0,Rafael Nadal,185.0,ESP,21.8069815195,16.0,Paul Henri Mathieu,185.0,FRA,26.1957563313,6-4 6-4,3,R16,90.0,3.0,1.0,55.0,42.0,36.0,4.0,10.0,0.0,1.0,4.0,1.0,62.0,38.0,22.0,16.0,10.0,8.0,11.0,2008
Miami Masters,Hard,89,6.0,Andy Roddick,188.0,USA,25.5660506502,1.0,Roger Federer,185.0,SUI,26.6255989049,7-6(4) 4-6 6-3,3,QF,115.0,17.0,1.0,101.0,70.0,54.0,15.0,16.0,2.0,3.0,7.0,1.0,85.0,54.0,40.0,19.0,15.0,0.0,1.0,2008
Miami Masters,Hard,90,4.0,Nikolay Davydenko,178.0,RUS,26.8090349076,,Janko Tipsarevic,180.0,SRB,23.7535934292,6-2 6-1,3,QF,72.0,9.0,3.0,53.0,32.0,22.0,13.0,8.0,1.0,2.0,3.0,1.0,45.0,23.0,14.0,5.0,7.0,1.0,6.0,2008
Miami Masters,Hard,91,10.0,Tomas Berdych,196.0,CZE,22.5160848734,31.0,Igor Andreev,185.0,RUS,24.6954140999,6-4 6-4,3,QF,78.0,4.0,0.0,55.0,33.0,25.0,17.0,10.0,3.0,3.0,3.0,0.0,53.0,37.0,29.0,8.0,10.0,0.0,2.0,2008
Miami Masters,Hard,92,2.0,Rafael Nadal,185.0,ESP,21.8069815195,9.0,James Blake,185.0,USA,28.2381930185,3-6 6-3 6-1,3,QF,121.0,3.0,0.0,66.0,47.0,31.0,16.0,12.0,2.0,3.0,9.0,5.0,100.0,51.0,37.0,20.0,13.0,15.0,19.0,2008
Miami Masters,Hard,93,4.0,Nikolay Davydenko,178.0,RUS,26.8090349076,6.0,Andy Roddick,188.0,USA,25.5660506502,7-6(5) 6-2,3,SF,89.0,6.0,0.0,52.0,39.0,34.0,5.0,10.0,0.0,1.0,9.0,1.0,74.0,53.0,35.0,8.0,10.0,5.0,8.0,2008
Miami Masters,Hard,94,2.0,Rafael Nadal,185.0,ESP,21.8069815195,10.0,Tomas Berdych,196.0,CZE,22.5160848734,7-6(6) 6-2,3,SF,102.0,6.0,2.0,63.0,43.0,33.0,14.0,10.0,3.0,4.0,5.0,1.0,64.0,35.0,25.0,12.0,10.0,2.0,5.0,2008
Miami Masters,Hard,95,4.0,Nikolay Davydenko,178.0,RUS,26.8090349076,2.0,Rafael Nadal,185.0,ESP,21.8069815195,6-4 6-2,3,F,91.0,3.0,2.0,47.0,30.0,24.0,10.0,9.0,2.0,3.0,0.0,1.0,50.0,35.0,21.0,6.0,9.0,2.0,6.0,2008
Monte Carlo Masters,Clay,10,,Sam Querrey,198.0,USA,20.5393566051,10.0,Carlos Moya,190.0,ESP,31.6495550992,6-3 1-6 6-3,3,R64,98.0,4.0,3.0,86.0,42.0,32.0,22.0,13.0,2.0,4.0,2.0,1.0,68.0,38.0,27.0,19.0,12.0,4.0,6.0,2008
Monte Carlo Masters,Clay,13,,Igor Andreev,185.0,RUS,24.772073922,,Dmitry Tursunov,185.0,RUS,25.3579739904,7-5 6-3,3,R64,97.0,5.0,2.0,70.0,42.0,31.0,15.0,10.0,1.0,2.0,6.0,6.0,71.0,35.0,28.0,12.0,11.0,4.0,8.0,2008
Monte Carlo Masters,Clay,25,1.0,Roger Federer,185.0,SUI,26.7022587269,,Ruben Ramirez Hidalgo,183.0,ESP,30.288843258,6-1 3-6 7-6(1),3,R32,124.0,5.0,3.0,92.0,57.0,39.0,19.0,14.0,4.0,7.0,2.0,8.0,101.0,55.0,36.0,20.0,14.0,3.0,7.0,2008
Monte Carlo Masters,Clay,28,6.0,David Nalbandian,180.0,ARG,26.302532512,,Olivier Rochus,168.0,BEL,27.2553045859,6-4 6-3,3,R32,88.0,3.0,2.0,61.0,43.0,28.0,13.0,10.0,5.0,6.0,1.0,2.0,65.0,46.0,28.0,9.0,9.0,8.0,11.0,2008
Monte Carlo Masters,Clay,29,3.0,Novak Djokovic,188.0,SRB,20.9171800137,,Ivan Ljubicic,193.0,CRO,29.0924024641,6-3 6-3,3,R32,82.0,3.0,0.0,63.0,40.0,26.0,14.0,9.0,7.0,8.0,2.0,4.0,52.0,29.0,19.0,8.0,9.0,1.0,5.0,2008
Monte Carlo Masters,Clay,31,,Sam Querrey,198.0,USA,20.5393566051,,Andreas Seppi,190.0,ITA,24.1642710472,6-1 7-5,3,R32,80.0,7.0,0.0,61.0,36.0,23.0,18.0,10.0,3.0,4.0,0.0,0.0,60.0,32.0,18.0,15.0,9.0,7.0,11.0,2008
Monte Carlo Masters,Clay,33,,Igor Andreev,185.0,RUS,24.772073922,8.0,Mikhail Youzhny,183.0,RUS,25.8234086242,6-3 RET,3,R32,36.0,2.0,1.0,31.0,23.0,17.0,3.0,5.0,0.0,1.0,0.0,0.0,28.0,25.0,13.0,1.0,4.0,0.0,2.0,2008
Monte Carlo Masters,Clay,36,4.0,Nikolay Davydenko,178.0,RUS,26.8856947296,,Simone Bolelli,183.0,ITA,22.5352498289,6-2 7-6(5),3,R32,118.0,1.0,3.0,67.0,45.0,31.0,9.0,10.0,2.0,5.0,0.0,2.0,86.0,58.0,34.0,11.0,10.0,11.0,16.0,2008
Monte Carlo Masters,Clay,37,5.0,David Ferrer,175.0,ESP,26.0533880903,,Marat Safin,193.0,RUS,28.2327173169,6-2 6-3,3,R32,77.0,1.0,0.0,49.0,33.0,26.0,11.0,9.0,0.0,1.0,5.0,4.0,60.0,28.0,18.0,12.0,8.0,5.0,9.0,2008
Monte Carlo Masters,Clay,40,2.0,Rafael Nadal,185.0,ESP,21.8836413415,,Mario Ancic,196.0,CRO,24.0602327173,6-0 6-3,3,R32,76.0,1.0,0.0,40.0,35.0,25.0,4.0,8.0,0.0,1.0,3.0,5.0,53.0,27.0,13.0,9.0,7.0,3.0,8.0,2008
Monte Carlo Masters,Clay,41,1.0,Roger Federer,185.0,SUI,26.7022587269,,Gael Monfils,193.0,FRA,21.6372347707,6-3 6-4,3,R16,71.0,0.0,0.0,57.0,36.0,22.0,17.0,10.0,0.0,1.0,7.0,4.0,55.0,33.0,21.0,12.0,9.0,5.0,8.0,2008
Monte Carlo Masters,Clay,42,6.0,David Nalbandian,180.0,ARG,26.302532512,12.0,Tommy Robredo,180.0,ESP,25.9739904175,6-1 6-0,3,R16,60.0,1.0,3.0,41.0,26.0,24.0,7.0,7.0,3.0,3.0,0.0,3.0,45.0,29.0,14.0,5.0,6.0,2.0,7.0,2008
Monte Carlo Masters,Clay,43,3.0,Novak Djokovic,188.0,SRB,20.9171800137,14.0,Andy Murray,190.0,GBR,20.9363449692,6-0 6-4,3,R16,78.0,0.0,0.0,45.0,20.0,14.0,17.0,8.0,4.0,5.0,3.0,5.0,60.0,25.0,14.0,14.0,8.0,5.0,10.0,2008
Monte Carlo Masters,Clay,44,,Sam Querrey,198.0,USA,20.5393566051,7.0,Richard Gasquet,185.0,FRA,21.8425735797,2-6 6-4 6-3,3,R16,95.0,11.0,3.0,85.0,54.0,44.0,14.0,14.0,8.0,10.0,7.0,2.0,75.0,42.0,31.0,20.0,13.0,2.0,4.0,2008
Monte Carlo Masters,Clay,45,,Igor Andreev,185.0,RUS,24.772073922,,Nicolas Almagro,183.0,ESP,22.6666666667,7-5 4-6 6-4,3,R16,148.0,7.0,1.0,90.0,62.0,42.0,19.0,16.0,2.0,5.0,3.0,2.0,115.0,63.0,41.0,26.0,16.0,8.0,12.0,2008
Monte Carlo Masters,Clay,46,4.0,Nikolay Davydenko,178.0,RUS,26.8856947296,16.0,Philipp Kohlschreiber,178.0,GER,24.514715948,3-6 7-5 6-2,3,R16,131.0,6.0,2.0,84.0,51.0,31.0,17.0,15.0,3.0,9.0,1.0,1.0,89.0,62.0,34.0,10.0,14.0,5.0,12.0,2008
Monte Carlo Masters,Clay,47,5.0,David Ferrer,175.0,ESP,26.0533880903,,Janko Tipsarevic,180.0,SRB,23.8302532512,6-4 6-0,3,R16,67.0,1.0,0.0,47.0,33.0,23.0,7.0,8.0,1.0,3.0,1.0,3.0,48.0,14.0,7.0,13.0,8.0,2.0,8.0,2008
Monte Carlo Masters,Clay,48,2.0,Rafael Nadal,185.0,ESP,21.8836413415,13.0,Juan Carlos Ferrero,183.0,ESP,28.1889117043,6-4 6-1,3,R16,106.0,3.0,0.0,51.0,34.0,23.0,9.0,9.0,0.0,2.0,1.0,0.0,67.0,36.0,19.0,14.0,8.0,10.0,15.0,2008
Monte Carlo Masters,Clay,49,1.0,Roger Federer,185.0,SUI,26.7022587269,6.0,David Nalbandian,180.0,ARG,26.302532512,5-7 6-2 6-2,3,QF,128.0,9.0,2.0,88.0,46.0,34.0,24.0,14.0,3.0,5.0,2.0,5.0,93.0,54.0,35.0,15.0,14.0,0.0,5.0,2008
Monte Carlo Masters,Clay,50,3.0,Novak Djokovic,188.0,SRB,20.9171800137,,Sam Querrey,198.0,USA,20.5393566051,6-4 6-0,3,QF,60.0,5.0,1.0,41.0,33.0,29.0,4.0,8.0,0.0,0.0,1.0,2.0,57.0,31.0,16.0,12.0,8.0,6.0,10.0,2008
Monte Carlo Masters,Clay,51,4.0,Nikolay Davydenko,178.0,RUS,26.8856947296,,Igor Andreev,185.0,RUS,24.772073922,6-3 4-6 7-5,3,QF,164.0,1.0,1.0,106.0,65.0,36.0,19.0,15.0,13.0,20.0,0.0,5.0,113.0,73.0,39.0,16.0,16.0,9.0,18.0,2008
Monte Carlo Masters,Clay,52,2.0,Rafael Nadal,185.0,ESP,21.8836413415,5.0,David Ferrer,175.0,ESP,26.0533880903,6-1 7-5,3,QF,100.0,0.0,1.0,52.0,38.0,26.0,7.0,9.0,2.0,4.0,0.0,2.0,71.0,48.0,25.0,8.0,10.0,2.0,8.0,2008
Monte Carlo Masters,Clay,53,1.0,Roger Federer,185.0,SUI,26.7022587269,3.0,Novak Djokovic,188.0,SRB,20.9171800137,6-3 3-2 RET,3,SF,72.0,1.0,0.0,42.0,22.0,18.0,10.0,7.0,3.0,4.0,2.0,3.0,62.0,37.0,22.0,10.0,7.0,2.0,5.0,2008
Monte Carlo Masters,Clay,54,2.0,Rafael Nadal,185.0,ESP,21.8836413415,4.0,Nikolay Davydenko,178.0,RUS,26.8856947296,6-3 6-2,3,SF,101.0,0.0,1.0,54.0,37.0,22.0,12.0,8.0,4.0,5.0,0.0,5.0,60.0,37.0,20.0,7.0,9.0,2.0,7.0,2008
Monte Carlo Masters,Clay,55,2.0,Rafael Nadal,185.0,ESP,21.8836413415,1.0,Roger Federer,185.0,SUI,26.7022587269,7-5 7-5,3,F,103.0,1.0,2.0,63.0,51.0,32.0,5.0,12.0,1.0,5.0,5.0,0.0,75.0,47.0,28.0,8.0,12.0,1.0,7.0,2008
Rome Masters,Clay,6,,Radek Stepanek,185.0,CZE,29.4373716632,,Jarkko Nieminen,185.0,FIN,26.7843942505,6-3 3-6 6-3,3,R64,104.0,3.0,3.0,81.0,46.0,41.0,16.0,14.0,1.0,2.0,3.0,1.0,73.0,43.0,32.0,18.0,13.0,2.0,4.0,2008
Rome Masters,Clay,12,,Nicolas Almagro,183.0,ESP,22.7049965777,,Flavio Cipolla,173.0,ITA,24.5420944559,6-1 6-3,3,R64,59.0,6.0,1.0,39.0,21.0,16.0,13.0,8.0,0.0,1.0,0.0,1.0,53.0,32.0,13.0,11.0,8.0,7.0,12.0,2008
Rome Masters,Clay,16,14.0,Tommy Robredo,180.0,ESP,26.0123203285,,Juan Ignacio Chela,190.0,ARG,28.681724846,6-4 6-1,3,R64,79.0,3.0,1.0,43.0,26.0,19.0,8.0,8.0,0.0,2.0,1.0,3.0,62.0,33.0,17.0,10.0,9.0,4.0,10.0,2008
Rome Masters,Clay,23,,Stan Wawrinka,183.0,SUI,23.1047227926,,Marat Safin,193.0,RUS,28.2710472279,6-7(5) 6-2 6-1,3,R64,136.0,5.0,5.0,90.0,58.0,37.0,13.0,13.0,9.0,13.0,5.0,5.0,96.0,51.0,32.0,11.0,14.0,7.0,16.0,2008
