tourney_name,surface,match_num,winner_seed,winner_name,winner_ht,winner_ioc,winner_age,loser_seed,loser_name,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,year
US Open,Hard,72,6.0,Andre Agassi,180.0,USA,34.3381245722,,Florian Mayer,190.0,GER,20.9034907598,7-5 2-6 6-2 1-0 RET,5,R64,96.0,7.0,3.0,91.0,52.0,38.0,19.0,15.0,5.0,9.0,2.0,6.0,85.0,49.0,29.0,19.0,14.0,2.0,7.0,2004
US Open,Hard,75,22.0,Dominik Hrbaty,183.0,SVK,26.6529774127,,Karol Kucera,188.0,SVK,30.4914442163,6-4 6-3 1-6 5-7 6-4,5,R64,190.0,4.0,9.0,146.0,90.0,57.0,29.0,24.0,8.0,16.0,13.0,8.0,148.0,90.0,60.0,23.0,24.0,7.0,15.0,2004
US Open,Hard,80,5.0,Tim Henman,185.0,GBR,29.9822039699,,Jerome Golmard,188.0,FRA,30.9733059548,6-2 6-4 4-6 7-6(1),5,R64,165.0,22.0,6.0,125.0,77.0,56.0,27.0,20.0,2.0,6.0,10.0,7.0,127.0,70.0,46.0,26.0,20.0,8.0,14.0,2004
US Open,Hard,84,,Tommy Haas,188.0,GER,26.4093086927,12.0,Sebastien Grosjean,175.0,FRA,26.2559890486,6-4 6-4 1-6 6-1,5,R64,149.0,8.0,8.0,113.0,61.0,40.0,29.0,17.0,8.0,12.0,8.0,7.0,120.0,56.0,42.0,24.0,17.0,14.0,20.0,2004
US Open,Hard,88,4.0,Lleyton Hewitt,180.0,AUS,23.5126625599,,Hicham Arazi,175.0,MAR,30.8637919233,7-6(7) 6-1 6-2,5,R64,113.0,9.0,4.0,89.0,49.0,39.0,19.0,13.0,7.0,9.0,1.0,3.0,92.0,62.0,33.0,11.0,14.0,6.0,13.0,2004
US Open,Hard,90,28.0,Joachim Johansson,198.0,SWE,22.1656399726,,Jan Michael Gambill,190.0,USA,27.241615332,6-4 7-5 7-5,5,R64,124.0,27.0,5.0,97.0,58.0,47.0,23.0,17.0,0.0,1.0,24.0,4.0,112.0,56.0,46.0,24.0,17.0,8.0,12.0,2004
US Open,Hard,96,2.0,Andy Roddick,188.0,USA,22.0013689254,,Rafael Nadal,185.0,ESP,18.2422997947,6-0 6-3 6-4,5,R64,96.0,10.0,3.0,74.0,45.0,31.0,19.0,12.0,3.0,4.0,0.0,4.0,74.0,61.0,30.0,3.0,13.0,4.0,11.0,2004
US Open,Hard,97,1.0,Roger Federer,185.0,SUI,23.06091718,31.0,Fabrice Santoro,178.0,FRA,31.7234770705,6-0 6-4 7-6(7),5,R32,123.0,10.0,2.0,96.0,59.0,46.0,21.0,14.0,1.0,1.0,2.0,2.0,95.0,56.0,36.0,20.0,14.0,4.0,8.0,2004
US Open,Hard,100,6.0,Andre Agassi,180.0,USA,34.3381245722,25.0,Jiri Novak,190.0,CZE,29.4428473648,6-4 6-2 6-3,5,R32,91.0,11.0,2.0,72.0,56.0,46.0,7.0,13.0,2.0,3.0,8.0,4.0,96.0,61.0,41.0,12.0,14.0,12.0,18.0,2004
US Open,Hard,102,22.0,Dominik Hrbaty,183.0,SVK,26.6529774127,15.0,Paradorn Srichaphan,185.0,THA,25.2128678987,7-6(8) 6-3 6-3,5,R32,114.0,3.0,5.0,97.0,57.0,42.0,23.0,15.0,5.0,8.0,7.0,2.0,97.0,52.0,33.0,22.0,15.0,7.0,13.0,2004
US Open,Hard,104,5.0,Tim Henman,185.0,GBR,29.9822039699,,Michal Tabara,175.0,CZE,25.054072553,4-6 6-3 5-7 6-4 6-3,5,R32,206.0,12.0,9.0,157.0,87.0,54.0,43.0,25.0,10.0,15.0,14.0,15.0,150.0,55.0,43.0,49.0,25.0,9.0,16.0,2004
US Open,Hard,106,,Tommy Haas,188.0,GER,26.4093086927,,Ricardo Mello,175.0,BRA,23.6906228611,6-2 6-3 7-5,5,R32,116.0,11.0,4.0,83.0,49.0,41.0,19.0,15.0,2.0,3.0,6.0,3.0,103.0,64.0,42.0,17.0,14.0,6.0,11.0,2004
US Open,Hard,108,4.0,Lleyton Hewitt,180.0,AUS,23.5126625599,30.0,Feliciano Lopez,188.0,ESP,22.9431895962,6-1 6-4 6-2,5,R32,90.0,11.0,5.0,80.0,52.0,43.0,16.0,13.0,7.0,7.0,5.0,4.0,78.0,51.0,32.0,10.0,12.0,3.0,8.0,2004
US Open,Hard,109,28.0,Joachim Johansson,198.0,SWE,22.1656399726,,Stefan Koubek,175.0,AUT,27.6577686516,6-7(2) 7-6(1) 6-1 6-3,5,R32,158.0,19.0,7.0,135.0,79.0,62.0,34.0,20.0,5.0,5.0,5.0,2.0,140.0,90.0,63.0,26.0,20.0,14.0,18.0,2004
US Open,Hard,112,2.0,Andy Roddick,188.0,USA,22.0013689254,29.0,Guillermo Canas,185.0,ARG,26.7624914442,6-1 6-3 6-3,5,R32,96.0,21.0,0.0,72.0,51.0,43.0,12.0,13.0,5.0,5.0,3.0,7.0,91.0,57.0,38.0,12.0,12.0,9.0,14.0,2004
US Open,Hard,113,1.0,Roger Federer,185.0,SUI,23.06091718,16.0,Andrei Pavel,183.0,ROU,30.5900068446,W/O,5,R16,,,,,,,,,,,,,,,,,,,,2004
US Open,Hard,114,6.0,Andre Agassi,180.0,USA,34.3381245722,,Sargis Sargsian,180.0,ARM,31.241615332,6-3 6-2 6-2,5,R16,89.0,7.0,4.0,73.0,48.0,41.0,15.0,13.0,1.0,1.0,10.0,4.0,79.0,40.0,29.0,13.0,12.0,4.0,9.0,2004
US Open,Hard,115,22.0,Dominik Hrbaty,183.0,SVK,26.6529774127,,Olivier Rochus,168.0,BEL,23.613963039,2-6 3-6 6-3 6-4 6-0,5,R16,179.0,13.0,5.0,131.0,93.0,58.0,15.0,21.0,8.0,16.0,2.0,3.0,128.0,96.0,45.0,19.0,21.0,12.0,22.0,2004
US Open,Hard,116,5.0,Tim Henman,185.0,GBR,29.9822039699,19.0,Nicolas Kiefer,183.0,GER,27.1540041068,6-7(5) 6-3 6-1 6-7(4) 3-0 RET,5,R16,225.0,13.0,6.0,136.0,88.0,68.0,23.0,22.0,7.0,10.0,14.0,7.0,158.0,86.0,62.0,28.0,21.0,17.0,25.0,2004
US Open,Hard,117,,Tommy Haas,188.0,GER,26.4093086927,,Tomas Berdych,196.0,CZE,18.9514031485,7-6(6) 6-1 7-5,5,R16,120.0,18.0,1.0,91.0,55.0,45.0,21.0,16.0,1.0,3.0,6.0,4.0,102.0,58.0,39.0,18.0,15.0,5.0,10.0,2004
US Open,Hard,118,4.0,Lleyton Hewitt,180.0,AUS,23.5126625599,,Karol Beck,180.0,SVK,22.4093086927,6-4 6-2 6-2,5,R16,100.0,7.0,3.0,83.0,45.0,31.0,27.0,13.0,5.0,5.0,4.0,7.0,73.0,34.0,23.0,16.0,13.0,5.0,10.0,2004
US Open,Hard,119,28.0,Joachim Johansson,198.0,SWE,22.1656399726,,Michael Llodra,190.0,FRA,24.2847364819,6-2 6-3 6-2,5,R16,79.0,10.0,5.0,65.0,33.0,29.0,17.0,12.0,1.0,2.0,9.0,7.0,72.0,44.0,27.0,7.0,13.0,2.0,9.0,2004
US Open,Hard,120,2.0,Andy Roddick,188.0,USA,22.0013689254,18.0,Tommy Robredo,180.0,ESP,22.3326488706,6-3 6-2 6-4,5,R16,92.0,11.0,3.0,74.0,49.0,43.0,15.0,14.0,2.0,2.0,5.0,5.0,84.0,51.0,34.0,17.0,13.0,4.0,8.0,2004
US Open,Hard,121,1.0,Roger Federer,185.0,SUI,23.06091718,6.0,Andre Agassi,180.0,USA,34.3381245722,6-3 2-6 7-5 3-6 6-3,5,QF,180.0,16.0,9.0,158.0,101.0,75.0,27.0,24.0,6.0,9.0,4.0,4.0,142.0,97.0,69.0,27.0,23.0,7.0,10.0,2004
US Open,Hard,122,5.0,Tim Henman,185.0,GBR,29.9822039699,22.0,Dominik Hrbaty,183.0,SVK,26.6529774127,6-1 7-5 5-7 6-2,5,QF,158.0,11.0,10.0,121.0,65.0,51.0,28.0,20.0,3.0,5.0,7.0,11.0,118.0,70.0,49.0,21.0,19.0,5.0,11.0,2004
US Open,Hard,123,4.0,Lleyton Hewitt,180.0,AUS,23.5126625599,,Tommy Haas,188.0,GER,26.4093086927,6-2 6-2 6-2,5,QF,98.0,3.0,2.0,66.0,41.0,30.0,16.0,12.0,3.0,5.0,2.0,3.0,77.0,56.0,29.0,5.0,12.0,6.0,14.0,2004
US Open,Hard,124,28.0,Joachim Johansson,198.0,SWE,22.1656399726,2.0,Andy Roddick,188.0,USA,22.0013689254,6-4 6-4 3-6 2-6 6-4,5,QF,173.0,30.0,6.0,162.0,99.0,74.0,27.0,23.0,12.0,15.0,34.0,5.0,118.0,75.0,64.0,27.0,24.0,2.0,5.0,2004
US Open,Hard,125,1.0,Roger Federer,185.0,SUI,23.06091718,5.0,Tim Henman,185.0,GBR,29.9822039699,6-3 6-4 6-4,5,SF,104.0,7.0,2.0,84.0,53.0,40.0,20.0,15.0,2.0,4.0,4.0,1.0,74.0,45.0,28.0,18.0,14.0,2.0,7.0,2004
US Open,Hard,126,4.0,Lleyton Hewitt,180.0,AUS,23.5126625599,28.0,Joachim Johansson,198.0,SWE,22.1656399726,6-4 7-5 6-3,5,SF,119.0,9.0,2.0,88.0,59.0,49.0,19.0,16.0,1.0,1.0,17.0,4.0,99.0,60.0,43.0,15.0,15.0,2.0,5.0,2004
US Open,Hard,127,1.0,Roger Federer,185.0,SUI,23.06091718,4.0,Lleyton Hewitt,180.0,AUS,23.5126625599,6-0 7-6(3) 6-0,5,F,109.0,11.0,1.0,89.0,49.0,38.0,22.0,12.0,5.0,6.0,1.0,4.0,75.0,41.0,23.0,12.0,12.0,6.0,13.0,2004
Madrid Masters,Hard,2,,Ivan Ljubicic,193.0,CRO,25.5852156057,,Tomas Berdych,196.0,CZE,19.0855578371,6-4 6-4,3,R64,76.0,10.0,3.0,55.0,29.0,26.0,15.0,10.0,1.0,1.0,6.0,4.0,58.0,29.0,21.0,16.0,10.0,4.0,6.0,2004
Madrid Masters,Hard,8,,Taylor Dent,188.0,USA,23.485284052,,Mikhail Youzhny,183.0,RUS,22.3162217659,6-3 6-2,3,R64,55.0,5.0,0.0,44.0,32.0,28.0,8.0,9.0,0.0,0.0,3.0,7.0,54.0,30.0,18.0,10.0,8.0,3.0,6.0,2004
Madrid Masters,Hard,9,,Luis Horna,180.0,PER,24.0930869268,,Hicham Arazi,175.0,MAR,30.9979466119,6-4 7-5,3,R64,96.0,6.0,2.0,73.0,39.0,29.0,19.0,11.0,3.0,4.0,4.0,1.0,75.0,49.0,30.0,15.0,11.0,7.0,10.0,2004
Madrid Masters,Hard,18,,Ivan Ljubicic,193.0,CRO,25.5852156057,13.0,Rainer Schuettler,180.0,GER,28.4818617385,6-3 6-0,3,R32,55.0,7.0,1.0,51.0,38.0,28.0,7.0,8.0,1.0,1.0,2.0,1.0,45.0,20.0,15.0,9.0,7.0,2.0,6.0,2004
Madrid Masters,Hard,20,7.0,Joachim Johansson,198.0,SWE,22.2997946612,,Guillermo Canas,185.0,ARG,26.8966461328,7-6(3) 7-5,3,R32,112.0,23.0,5.0,62.0,36.0,35.0,17.0,12.0,0.0,0.0,3.0,3.0,83.0,48.0,37.0,17.0,12.0,6.0,7.0,2004
Madrid Masters,Hard,21,4.0,David Nalbandian,180.0,ARG,22.7953456537,,Robin Soderling,193.0,SWE,20.1779603012,7-6(5) 6-3,3,R32,89.0,5.0,4.0,72.0,41.0,33.0,17.0,11.0,4.0,5.0,7.0,4.0,62.0,36.0,23.0,16.0,10.0,1.0,3.0,2004
Madrid Masters,Hard,24,,Taylor Dent,188.0,USA,23.485284052,5.0,Nicolas Massu,183.0,CHI,25.0239561944,6-3 3-6 6-3,3,R32,128.0,5.0,7.0,86.0,56.0,43.0,16.0,14.0,3.0,5.0,5.0,1.0,96.0,62.0,37.0,20.0,13.0,9.0,12.0,2004
Madrid Masters,Hard,25,,Luis Horna,180.0,PER,24.0930869268,6.0,Juan Carlos Ferrero,183.0,ESP,24.681724846,6-3 6-1,3,R32,79.0,2.0,2.0,53.0,33.0,26.0,11.0,8.0,3.0,3.0,2.0,6.0,63.0,27.0,18.0,15.0,8.0,6.0,10.0,2004
Madrid Masters,Hard,28,3.0,Marat Safin,193.0,RUS,24.7255304586,,Feliciano Lopez,188.0,ESP,23.0773442847,7-5 6-7(5) 6-3,3,R32,136.0,17.0,3.0,97.0,51.0,42.0,30.0,17.0,3.0,6.0,16.0,4.0,104.0,58.0,42.0,25.0,16.0,0.0,1.0,2004
Madrid Masters,Hard,29,8.0,Tommy Robredo,180.0,ESP,22.4668035592,,Robby Ginepri,183.0,USA,22.0314852841,6-4 3-6 6-3,3,R32,100.0,8.0,6.0,80.0,42.0,36.0,21.0,14.0,1.0,2.0,1.0,2.0,85.0,55.0,36.0,20.0,14.0,3.0,5.0,2004
Madrid Masters,Hard,32,2.0,Andre Agassi,180.0,USA,34.4722792608,,Max Mirnyi,196.0,BLR,27.2854209446,7-6(5) 6-3,3,R32,88.0,10.0,1.0,77.0,40.0,29.0,23.0,10.0,5.0,5.0,11.0,6.0,60.0,37.0,32.0,11.0,11.0,2.0,4.0,2004
Madrid Masters,Hard,33,,Ivan Ljubicic,193.0,CRO,25.5852156057,1.0,Tim Henman,185.0,GBR,30.1163586585,6-4 4-6 6-2,3,R16,118.0,10.0,1.0,70.0,38.0,30.0,24.0,14.0,0.0,1.0,5.0,7.0,89.0,45.0,34.0,22.0,14.0,4.0,7.0,2004
Madrid Masters,Hard,34,7.0,Joachim Johansson,198.0,SWE,22.2997946612,,Antony Dupuis,185.0,FRA,31.6468172485,6-1 7-6(6),3,R16,80.0,21.0,3.0,56.0,34.0,28.0,18.0,10.0,0.0,0.0,11.0,2.0,60.0,35.0,29.0,11.0,9.0,2.0,4.0,2004
Madrid Masters,Hard,35,4.0,David Nalbandian,180.0,ARG,22.7953456537,16.0,Paradorn Srichaphan,185.0,THA,25.3470225873,6-3 6-1,3,R16,55.0,5.0,1.0,40.0,28.0,22.0,10.0,8.0,0.0,0.0,5.0,2.0,48.0,27.0,16.0,8.0,8.0,2.0,6.0,2004
Madrid Masters,Hard,36,,Taylor Dent,188.0,USA,23.485284052,,Tommy Haas,188.0,GER,26.5434633812,7-6(3) 6-2,3,R16,86.0,5.0,5.0,70.0,45.0,32.0,12.0,10.0,4.0,6.0,3.0,7.0,71.0,34.0,23.0,16.0,10.0,5.0,9.0,2004
Madrid Masters,Hard,37,,Luis Horna,180.0,PER,24.0930869268,9.0,Andrei Pavel,183.0,ROU,30.7241615332,7-5 6-4,3,R16,71.0,13.0,3.0,65.0,54.0,44.0,6.0,11.0,2.0,2.0,12.0,1.0,61.0,35.0,29.0,10.0,11.0,0.0,2.0,2004
Madrid Masters,Hard,38,3.0,Marat Safin,193.0,RUS,24.7255304586,,Stefan Koubek,175.0,AUT,27.7919233402,6-3 6-3,3,R16,59.0,13.0,2.0,48.0,28.0,25.0,12.0,9.0,3.0,3.0,2.0,4.0,58.0,36.0,24.0,9.0,9.0,3.0,6.0,2004
Madrid Masters,Hard,39,8.0,Tommy Robredo,180.0,ESP,22.4668035592,,Fernando Verdasco,188.0,ESP,20.9253935661,2-6 6-4 6-3,3,R16,117.0,5.0,3.0,81.0,52.0,41.0,13.0,13.0,6.0,8.0,7.0,3.0,90.0,58.0,36.0,21.0,14.0,11.0,14.0,2004
Madrid Masters,Hard,40,2.0,Andre Agassi,180.0,USA,34.4722792608,14.0,Vincent Spadea,183.0,USA,30.250513347,6-1 6-3,3,R16,59.0,7.0,4.0,50.0,28.0,22.0,14.0,8.0,6.0,6.0,7.0,2.0,50.0,23.0,15.0,12.0,8.0,5.0,9.0,2004
Madrid Masters,Hard,41,,Ivan Ljubicic,193.0,CRO,25.5852156057,7.0,Joachim Johansson,198.0,SWE,22.2997946612,7-6(2) 6-7(1) 7-6(3),3,QF,162.0,27.0,1.0,112.0,77.0,62.0,22.0,18.0,1.0,1.0,15.0,4.0,122.0,69.0,54.0,33.0,18.0,2.0,2.0,2004
Madrid Masters,Hard,42,4.0,David Nalbandian,180.0,ARG,22.7953456537,,Taylor Dent,188.0,USA,23.485284052,7-6(4) 6-3,3,QF,83.0,4.0,0.0,71.0,43.0,35.0,15.0,11.0,2.0,3.0,3.0,3.0,58.0,43.0,31.0,6.0,10.0,2.0,4.0,2004
Madrid Masters,Hard,43,3.0,Marat Safin,193.0,RUS,24.7255304586,,Luis Horna,180.0,PER,24.0930869268,6-4 6-4,3,QF,79.0,9.0,4.0,60.0,29.0,25.0,19.0,10.0,3.0,3.0,5.0,1.0,68.0,44.0,33.0,10.0,10.0,2.0,4.0,2004
Madrid Masters,Hard,44,2.0,Andre Agassi,180.0,USA,34.4722792608,8.0,Tommy Robredo,180.0,ESP,22.4668035592,6-7(3) 6-3 6-2,3,QF,147.0,6.0,2.0,112.0,59.0,46.0,28.0,15.0,10.0,11.0,17.0,6.0,108.0,52.0,36.0,27.0,14.0,7.0,11.0,2004
Madrid Masters,Hard,45,4.0,David Nalbandian,180.0,ARG,22.7953456537,,Ivan Ljubicic,193.0,CRO,25.5852156057,6-4 6-4,3,SF,85.0,3.0,0.0,60.0,33.0,24.0,21.0,10.0,5.0,5.0,13.0,3.0,53.0,37.0,31.0,5.0,10.0,2.0,4.0,2004
Madrid Masters,Hard,46,3.0,Marat Safin,193.0,RUS,24.7255304586,2.0,Andre Agassi,180.0,USA,34.4722792608,6-3 7-6(4),3,SF,94.0,12.0,2.0,72.0,38.0,33.0,20.0,11.0,4.0,4.0,5.0,2.0,78.0,39.0,31.0,17.0,10.0,6.0,7.0,2004
Madrid Masters,Hard,47,3.0,Marat Safin,193.0,RUS,24.7255304586,4.0,David Nalbandian,180.0,ARG,22.7953456537,6-2 6-4 6-3,5,F,112.0,15.0,2.0,73.0,42.0,34.0,20.0,14.0,1.0,3.0,1.0,3.0,82.0,41.0,25.0,16.0,13.0,7.0,13.0,2004
Paris Masters,Carpet,2,,Max Mirnyi,196.0,BLR,27.3237508556,,Hicham Arazi,175.0,MAR,31.0362765229,6-3 6-0,3,R64,56.0,5.0,2.0,44.0,30.0,25.0,8.0,8.0,1.0,1.0,1.0,2.0,50.0,29.0,16.0,8.0,7.0,4.0,8.0,2004
Paris Masters,Carpet,4,,Robin Soderling,193.0,SWE,20.2162902122,,Taylor Dent,188.0,USA,23.523613963,6-2 6-4,3,R64,59.0,4.0,3.0,47.0,30.0,23.0,10.0,9.0,0.0,1.0,2.0,2.0,52.0,34.0,19.0,9.0,9.0,5.0,9.0,2004
Paris Masters,Carpet,6,,Mikhail Youzhny,183.0,RUS,22.3545516769,,Jonas Bjorkman,183.0,SWE,32.6105407255,6-2 7-6(2),3,R64,85.0,5.0,3.0,66.0,44.0,36.0,12.0,10.0,3.0,4.0,0.0,5.0,70.0,26.0,20.0,20.0,10.0,4.0,7.0,2004
Paris Masters,Carpet,8,,Radek Stepanek,185.0,CZE,25.9301848049,,Michael Llodra,190.0,FRA,24.4572210815,7-6(2) 6-1,3,R64,79.0,5.0,1.0,68.0,46.0,35.0,10.0,10.0,1.0,2.0,3.0,1.0,58.0,35.0,20.0,13.0,9.0,1.0,4.0,2004
Paris Masters,Carpet,9,,Feliciano Lopez,188.0,ESP,23.1156741958,,Rainer Schuettler,180.0,GER,28.5201916496,7-6(3) 6-4,3,R64,75.0,10.0,1.0,77.0,51.0,40.0,14.0,11.0,2.0,2.0,4.0,1.0,68.0,36.0,28.0,20.0,11.0,3.0,4.0,2004
Paris Masters,Carpet,18,,Max Mirnyi,196.0,BLR,27.3237508556,15.0,Fernando Gonzalez,183.0,CHI,24.2600958248,7-6(8) 6-3,3,R32,77.0,8.0,0.0,67.0,46.0,34.0,12.0,10.0,4.0,5.0,5.0,8.0,65.0,37.0,31.0,12.0,11.0,1.0,4.0,2004
Paris Masters,Carpet,20,,Robin Soderling,193.0,SWE,20.2162902122,,Davide Sanguinetti,188.0,ITA,32.1861738535,4-6 7-6(6) 6-0,3,R32,112.0,6.0,1.0,92.0,62.0,43.0,18.0,14.0,7.0,9.0,14.0,2.0,102.0,58.0,37.0,26.0,14.0,7.0,11.0,2004
Paris Masters,Carpet,22,,Mikhail Youzhny,183.0,RUS,22.3545516769,16.0,Jiri Novak,190.0,CZE,29.6153319644,6-3 7-5,3,R32,75.0,3.0,0.0,63.0,36.0,27.0,18.0,10.0,7.0,7.0,1.0,1.0,69.0,41.0,28.0,11.0,11.0,2.0,5.0,2004
Paris Masters,Carpet,24,,Radek Stepanek,185.0,CZE,25.9301848049,,Victor Hanescu,198.0,ROU,23.2826830938,6-4 6-1,3,R32,54.0,6.0,1.0,39.0,29.0,24.0,8.0,8.0,0.0,0.0,5.0,4.0,58.0,36.0,25.0,5.0,9.0,1.0,5.0,2004
Paris Masters,Carpet,25,,Feliciano Lopez,188.0,ESP,23.1156741958,7.0,Gaston Gaudio,175.0,ARG,25.8973305955,7-5 3-6 6-1,3,R32,101.0,14.0,4.0,77.0,43.0,33.0,21.0,14.0,0.0,1.0,7.0,4.0,85.0,51.0,35.0,19.0,14.0,5.0,8.0,2004
Paris Masters,Carpet,27,13.0,Guillermo Canas,185.0,ARG,26.9349760438,,Jo-Wilfried Tsonga,188.0,FRA,19.5427789185,6-1 6-3,3,R32,70.0,5.0,0.0,47.0,27.0,19.0,14.0,8.0,2.0,3.0,2.0,3.0,61.0,34.0,23.0,6.0,8.0,7.0,12.0,2004
Paris Masters,Carpet,29,6.0,Marat Safin,193.0,RUS,24.7638603696,,Ivan Ljubicic,193.0,CRO,25.6235455168,6-7(1) 6-3 7-5,3,R32,145.0,13.0,3.0,104.0,53.0,38.0,34.0,17.0,4.0,5.0,17.0,4.0,98.0,53.0,44.0,21.0,16.0,3.0,6.0,2004
Paris Masters,Carpet,32,2.0,Lleyton Hewitt,180.0,AUS,23.6851471595,,Gael Monfils,193.0,FRA,18.1683778234,6-3 7-6(3),3,R32,116.0,5.0,8.0,85.0,43.0,31.0,19.0,11.0,1.0,4.0,11.0,7.0,84.0,41.0,30.0,12.0,10.0,5.0,9.0,2004
Paris Masters,Carpet,33,,Max Mirnyi,196.0,BLR,27.3237508556,1.0,Andy Roddick,188.0,USA,22.173853525,7-6(2) 6-2,3,R16,65.0,14.0,1.0,52.0,34.0,30.0,14.0,10.0,0.0,0.0,13.0,1.0,61.0,35.0,25.0,12.0,10.0,1.0,3.0,2004
Paris Masters,Carpet,34,,Robin Soderling,193.0,SWE,20.2162902122,,Cyril Saulnier,190.0,FRA,29.2128678987,7-6(4) 6-2,3,R16,83.0,5.0,3.0,67.0,40.0,31.0,14.0,10.0,3.0,4.0,7.0,3.0,69.0,39.0,26.0,13.0,10.0,4.0,7.0,2004
Paris Masters,Carpet,35,,Mikhail Youzhny,183.0,RUS,22.3545516769,3.0,Tim Henman,185.0,GBR,30.1546885695,7-5 6-1,3,R16,73.0,1.0,1.0,55.0,34.0,23.0,11.0,9.0,2.0,3.0,1.0,2.0,51.0,27.0,16.0,12.0,10.0,2.0,7.0,2004
Paris Masters,Carpet,36,,Radek Stepanek,185.0,CZE,25.9301848049,17.0,Vincent Spadea,183.0,USA,30.288843258,6-2 6-3,3,R16,60.0,3.0,0.0,44.0,28.0,24.0,10.0,8.0,1.0,1.0,2.0,4.0,57.0,32.0,17.0,13.0,9.0,3.0,7.0,2004
Paris Masters,Carpet,37,,Feliciano Lopez,188.0,ESP,23.1156741958,11.0,Andrei Pavel,183.0,ROU,30.7624914442,5-7 6-4 6-4,3,R16,114.0,18.0,1.0,83.0,54.0,43.0,20.0,16.0,1.0,2.0,7.0,3.0,102.0,55.0,42.0,25.0,16.0,5.0,7.0,2004
Paris Masters,Carpet,38,13.0,Guillermo Canas,185.0,ARG,26.9349760438,18.0,Tommy Haas,188.0,GER,26.5817932923,7-6(4) 6-2,3,R16,96.0,6.0,1.0,67.0,35.0,28.0,18.0,10.0,2.0,3.0,5.0,5.0,60.0,29.0,21.0,15.0,10.0,0.0,3.0,2004
Paris Masters,Carpet,39,6.0,Marat Safin,193.0,RUS,24.7638603696,,Jurgen Melzer,183.0,AUT,23.446954141,6-2 7-5,3,R16,80.0,8.0,0.0,51.0,30.0,27.0,15.0,10.0,3.0,3.0,2.0,2.0,76.0,44.0,28.0,14.0,10.0,9.0,12.0,2004
Paris Masters,Carpet,40,2.0,Lleyton Hewitt,180.0,AUS,23.6851471595,14.0,Nicolas Massu,183.0,CHI,25.0622861054,4-3 RET,3,R16,31.0,1.0,0.0,22.0,7.0,5.0,12.0,4.0,1.0,1.0,1.0,1.0,20.0,14.0,11.0,2.0,3.0,2.0,2.0,2004
Paris Masters,Carpet,41,,Max Mirnyi,196.0,BLR,27.3237508556,,Robin Soderling,193.0,SWE,20.2162902122,6-7(5) 6-4 7-6(5),3,QF,152.0,11.0,4.0,111.0,72.0,55.0,20.0,17.0,4.0,6.0,7.0,4.0,125.0,74.0,53.0,26.0,17.0,5.0,8.0,2004
Paris Masters,Carpet,42,,Radek Stepanek,185.0,CZE,25.9301848049,,Mikhail Youzhny,183.0,RUS,22.3545516769,7-6(1) 6-3,3,QF,87.0,7.0,6.0,71.0,49.0,41.0,10.0,11.0,2.0,2.0,2.0,0.0,61.0,34.0,28.0,13.0,10.0,5.0,6.0,2004
Paris Masters,Carpet,43,13.0,Guillermo Canas,185.0,ARG,26.9349760438,,Feliciano Lopez,188.0,ESP,23.1156741958,6-3 6-3,3,QF,75.0,6.0,0.0,50.0,26.0,21.0,18.0,9.0,2.0,2.0,6.0,3.0,55.0,37.0,29.0,5.0,9.0,2.0,5.0,2004
Paris Masters,Carpet,44,6.0,Marat Safin,193.0,RUS,24.7638603696,2.0,Lleyton Hewitt,180.0,AUS,23.6851471595,6-4 7-6(2),3,QF,100.0,10.0,1.0,79.0,46.0,37.0,17.0,11.0,5.0,6.0,2.0,4.0,66.0,30.0,23.0,18.0,11.0,0.0,2.0,2004
Paris Masters,Carpet,45,,Radek Stepanek,185.0,CZE,25.9301848049,,Max Mirnyi,196.0,BLR,27.3237508556,3-6 7-6(1) 6-4,3,SF,132.0,13.0,5.0,90.0,61.0,50.0,15.0,15.0,1.0,2.0,16.0,4.0,101.0,60.0,45.0,22.0,16.0,0.0,1.0,2004
Paris Masters,Carpet,46,6.0,Marat Safin,193.0,RUS,24.7638603696,13.0,Guillermo Canas,185.0,ARG,26.9349760438,6-2 7-6(5),3,SF,100.0,7.0,3.0,64.0,30.0,26.0,19.0,10.0,1.0,2.0,4.0,0.0,62.0,32.0,21.0,16.0,10.0,4.0,7.0,2004
Paris Masters,Carpet,47,6.0,Marat Safin,193.0,RUS,24.7638603696,,Radek Stepanek,185.0,CZE,25.9301848049,6-3 7-6(5) 6-3,5,F,139.0,16.0,3.0,101.0,62.0,48.0,23.0,16.0,5.0,6.0,11.0,4.0,103.0,56.0,43.0,21.0,14.0,4.0,7.0,2004
Australian Open,Hard,1,1.0,Roger Federer,185.0,SUI,23.4442162902,,Fabrice Santoro,178.0,FRA,32.1067761807,6-1 6-1 6-2,5,R128,94.0,4.0,1.0,68.0,41.0,33.0,15.0,11.0,6.0,6.0,1.0,2.0,98.0,68.0,33.0,13.0,11.0,11.0,18.0,2005
