,tourney_name,year,player_tier,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_bpSaved,l_bpFaced,total_points,l_total_points,return_points_won%,ace%,1stSvWin%,1stSvWin%_difference,2ndSvWin%,2ndSvWin%_difference,bpSaved%_difference,points_percentage,bpFaced%
208,Miami Masters,2001,champion,4.2,1.8,62.0,43.2,32.8,11.2,1.2,2.2,6.2,3.6,67.2,36.2,25.2,10.8,3.8,8.6,75.2,54.0,46.84,40.38,75.93,6.32,59.57,24.73,10.36,58.2,20.37
209,Miami Masters,2001,top2-8,7.44,3.15,69.81,40.44,31.3,15.41,3.37,4.85,4.15,3.33,67.37,36.78,24.63,13.52,3.3,7.0,75.93,61.26,44.13,64.19,77.4,10.43,52.47,8.27,22.34,55.35,40.93
210,Miami Masters,2002,champion,5.0,2.67,67.0,41.0,31.17,15.0,2.67,3.83,5.83,4.0,73.0,40.67,27.17,14.5,5.33,9.17,77.5,62.5,44.23,46.17,76.02,9.21,57.69,12.84,11.59,55.36,29.46
211,Miami Masters,2002,top2-8,5.69,2.65,70.12,38.46,29.15,17.58,3.08,4.62,4.19,2.88,73.27,39.85,25.81,16.88,4.42,7.81,77.31,66.08,42.51,57.59,75.79,11.02,55.53,5.02,10.08,53.92,37.17
212,Miami Masters,2003,champion,5.67,2.0,62.83,40.83,31.5,13.17,2.67,3.5,7.5,3.5,72.5,39.0,26.67,14.0,4.83,8.5,76.5,58.83,44.99,43.05,77.15,8.77,59.86,18.07,19.47,56.53,29.17
213,Miami Masters,2003,top2-8,7.38,2.77,74.85,41.96,32.38,18.81,3.58,4.88,5.0,3.46,75.23,43.42,29.46,15.08,3.38,6.69,81.88,68.19,41.6,59.61,77.17,9.32,57.19,9.78,22.84,54.56,42.18
214,Miami Masters,2004,champion,10.5,1.83,62.83,41.83,34.17,12.17,1.83,2.83,4.17,2.5,75.5,46.5,29.5,14.17,4.0,7.83,78.17,60.17,42.36,71.57,81.69,18.25,57.95,9.09,13.57,56.51,26.55
215,Miami Masters,2004,top2-8,5.54,2.57,79.71,45.96,34.57,19.04,3.5,5.32,4.46,3.32,82.36,49.68,33.43,15.32,4.61,8.0,87.21,74.86,41.31,55.4,75.22,7.93,56.41,9.53,8.16,53.81,39.94
216,Miami Masters,2005,champion,7.83,2.67,78.83,48.17,36.17,18.17,2.5,4.17,3.5,2.83,87.5,51.0,32.17,18.83,4.5,8.5,90.83,75.5,42.04,69.11,75.09,12.01,59.26,7.67,7.01,54.61,32.91
217,Miami Masters,2005,top2-8,4.5,2.46,64.96,39.42,29.0,14.85,2.65,4.0,3.31,3.19,68.42,40.31,25.77,12.62,4.42,7.92,73.88,59.5,44.78,57.62,73.57,9.64,58.14,13.24,10.44,55.39,33.56
218,Miami Masters,2006,champion,5.17,1.83,74.33,47.33,35.83,15.67,2.67,3.67,5.5,2.67,71.67,41.83,28.67,14.0,2.83,6.5,80.5,65.5,42.45,48.45,75.7,7.16,58.04,11.12,29.21,55.14,36.09
219,Miami Masters,2006,top2-8,6.88,1.65,71.0,46.12,34.42,13.65,2.54,4.27,3.15,3.42,75.31,43.96,27.88,13.73,5.0,9.31,81.77,64.54,46.57,68.59,74.63,11.21,54.86,11.06,5.77,55.89,31.44
220,Miami Masters,2007,champion,5.67,1.0,59.0,39.5,29.33,14.17,2.67,2.83,3.33,2.67,54.5,33.0,21.5,9.67,3.33,6.67,66.83,46.67,44.4,63.0,74.25,9.1,72.67,27.69,44.42,58.88,29.79
221,Miami Masters,2007,top2-8,5.84,1.96,69.72,43.6,32.8,14.12,3.72,5.04,3.2,1.8,67.64,42.12,27.12,12.52,4.44,7.76,74.92,62.44,41.58,64.6,75.23,10.84,54.06,5.0,16.59,54.54,39.38
222,Miami Masters,2008,champion,5.33,2.33,77.5,48.67,35.5,16.17,2.33,4.17,4.83,2.33,81.83,51.0,33.67,13.5,3.83,7.67,86.33,73.0,44.19,52.46,72.94,6.92,56.09,12.3,5.95,54.18,35.22
223,Miami Masters,2008,top2-8,7.42,1.65,66.0,40.31,31.69,14.73,2.12,3.08,4.88,2.73,68.85,38.81,25.54,14.58,4.04,7.27,75.15,59.69,42.55,60.33,78.62,12.81,57.34,8.8,13.26,55.73,29.76
224,Miami Masters,2009,champion,5.33,3.0,65.5,41.33,28.67,13.33,4.0,5.83,3.5,3.83,66.67,39.0,23.83,9.83,4.5,9.5,75.0,57.17,50.62,60.36,69.37,8.27,55.15,19.62,21.24,56.75,38.03
225,Miami Masters,2009,top2-8,4.72,2.16,59.28,37.92,29.68,12.2,2.32,3.2,3.92,3.44,68.6,38.64,25.92,12.44,4.16,7.88,72.12,55.76,45.44,54.63,78.27,11.19,57.12,15.6,19.71,56.4,28.88
226,Miami Masters,2010,champion,9.17,1.67,59.83,40.83,32.83,12.0,2.0,2.33,5.5,1.83,60.67,34.33,25.33,12.83,2.67,5.33,67.33,53.17,38.51,62.51,80.41,6.63,63.16,14.45,35.75,55.88,30.42
227,Miami Masters,2010,top2-8,5.76,2.56,68.64,41.12,31.6,15.0,3.04,4.24,4.24,3.12,69.8,39.72,26.76,13.0,4.44,8.16,76.64,61.8,45.34,57.6,76.85,9.48,54.51,11.29,17.29,55.36,34.19
228,Miami Masters,2011,champion,3.5,1.17,60.0,38.33,28.67,12.83,2.5,2.83,3.17,2.67,57.67,33.83,19.83,10.5,3.0,6.67,68.83,48.83,50.76,52.47,74.8,16.18,59.21,15.17,43.36,58.5,29.79
229,Miami Masters,2011,top2-8,5.46,2.04,59.58,36.42,29.27,13.46,2.19,3.08,3.73,2.69,64.46,36.77,24.69,12.35,3.46,6.85,70.15,53.88,44.63,59.41,80.37,13.22,58.12,13.52,20.59,56.56,31.02
230,Miami Masters,2012,champion,3.67,1.5,67.0,40.0,30.0,16.33,4.17,5.0,3.33,1.83,65.33,41.33,27.33,10.17,4.83,7.83,74.17,58.17,42.16,52.43,75.0,8.87,60.48,18.1,21.71,56.05,38.97
231,Miami Masters,2012,top2-8,5.22,1.65,65.35,37.26,27.78,16.91,3.22,4.61,3.83,2.65,65.26,36.74,24.3,12.09,3.35,7.09,73.57,57.04,45.67,57.68,74.56,8.42,60.2,17.81,22.6,56.33,39.4
232,Miami Masters,2013,champion,5.67,3.83,74.33,43.5,32.0,14.33,3.17,5.83,3.17,3.5,70.83,40.17,24.17,12.33,5.83,10.83,80.67,64.5,48.55,64.14,73.56,13.39,46.48,6.26,0.54,55.57,34.99
233,Miami Masters,2013,top2-8,5.28,2.4,72.32,43.04,31.72,15.96,3.12,4.92,4.16,3.92,75.76,41.88,28.0,14.72,5.16,9.2,80.72,67.36,44.38,55.93,73.7,6.84,54.51,11.06,7.32,54.51,34.84
234,Miami Masters,2014,champion,6.25,1.75,60.0,41.5,32.0,10.75,1.25,1.75,1.75,2.25,54.75,36.25,24.0,8.0,1.0,3.75,65.5,49.25,41.75,78.12,77.11,10.9,58.11,14.87,44.76,57.08,31.82
235,Miami Masters,2014,top2-8,5.96,1.67,59.46,36.42,28.71,13.79,2.42,3.58,4.38,3.25,70.92,39.33,25.79,13.88,4.25,8.08,73.75,56.62,45.02,57.64,78.83,13.26,59.85,15.91,15.0,56.57,30.7
236,Miami Masters,2015,champion,5.83,2.17,72.0,45.83,32.83,15.17,1.67,3.67,3.33,2.33,89.67,52.0,31.67,15.17,7.0,12.0,90.83,70.83,47.77,63.65,71.63,10.73,57.97,17.7,-12.83,56.19,23.42
237,Miami Masters,2015,top2-8,5.78,2.56,66.07,41.0,31.81,14.0,2.04,3.44,3.59,3.37,70.89,41.78,27.52,13.48,4.3,7.93,75.7,61.26,43.45,61.69,77.59,11.72,55.84,9.53,5.08,55.27,30.26
238,Miami Masters,2016,champion,3.83,3.17,63.5,42.17,29.67,11.67,3.83,5.17,1.67,3.67,67.5,41.33,25.33,10.0,4.67,8.67,73.5,57.5,48.05,69.64,70.36,9.07,54.71,16.5,20.22,56.11,37.36
239,Miami Masters,2016,top2-8,7.33,2.83,68.42,40.79,31.5,15.67,2.71,3.67,4.96,3.21,70.5,40.83,27.5,13.21,4.5,7.96,76.96,61.96,43.33,59.64,77.22,9.87,56.71,12.19,17.31,55.4,31.56
240,Miami Masters,2017,champion,8.17,1.67,76.17,44.33,36.67,19.17,2.17,3.17,6.67,2.5,88.33,54.17,38.33,17.17,5.83,7.83,88.67,75.83,38.06,55.05,82.72,11.96,60.21,9.95,-6.01,53.9,28.82
241,Miami Masters,2017,top2-8,5.19,2.92,70.0,42.77,33.58,15.42,2.73,3.77,5.42,3.46,71.04,40.85,28.69,14.04,3.77,6.73,77.31,63.73,41.15,48.92,78.51,8.28,56.63,10.12,16.39,54.81,35.9
242,Miami Masters,2018,champion,13.17,1.33,67.83,45.67,38.17,12.0,1.33,1.83,4.5,4.0,72.67,45.17,31.33,15.5,4.0,6.0,76.0,64.5,36.3,74.53,83.58,14.22,54.15,-2.21,6.01,54.09,23.37
243,Miami Masters,2018,top2-8,6.48,2.44,67.52,43.04,33.64,13.72,2.96,4.24,4.8,3.64,74.72,43.52,29.08,15.2,4.08,7.48,77.8,64.44,42.23,57.45,78.16,11.34,56.05,7.33,15.26,54.7,36.18
244,Miami Masters,2019,champion,7.33,1.17,53.33,33.17,27.17,13.33,1.5,2.0,3.67,2.5,71.5,44.33,29.0,11.67,5.83,9.17,71.33,53.5,43.32,66.64,81.91,16.49,66.12,23.17,11.42,57.14,17.91
245,Miami Masters,2019,top2-8,9.42,2.62,79.15,51.35,38.31,15.19,3.04,4.77,5.35,2.77,83.54,51.62,34.73,16.5,4.46,7.42,85.81,76.88,38.62,63.78,74.61,7.33,54.64,2.95,3.62,52.74,39.13
246,Monte Carlo Masters,2001,champion,6.67,1.33,78.67,44.0,32.33,19.33,2.83,4.5,2.33,4.0,84.17,44.5,28.5,18.67,6.33,11.0,88.67,74.17,44.0,74.11,73.48,9.44,55.75,8.69,5.34,54.45,29.03
247,Monte Carlo Masters,2001,top2-8,2.68,1.6,65.04,36.84,25.8,16.56,4.04,5.72,1.96,3.16,69.56,40.0,24.24,13.16,5.12,9.04,74.52,60.08,46.75,57.76,70.03,9.43,58.72,14.2,13.99,55.36,38.75
248,Monte Carlo Masters,2002,champion,2.6,1.4,64.8,40.2,28.4,12.8,2.2,4.6,1.6,1.6,62.2,32.2,18.8,13.2,3.4,8.6,71.4,55.6,51.18,61.9,70.65,12.26,52.03,8.03,8.3,56.22,34.85
249,Monte Carlo Masters,2002,top2-8,3.96,2.08,76.38,43.79,32.38,16.62,4.33,6.08,2.75,3.08,78.04,45.0,28.21,15.92,5.5,9.42,82.92,71.5,43.48,59.02,73.94,11.25,51.0,2.82,12.83,53.7,39.23
250,Monte Carlo Masters,2003,champion,2.5,2.17,66.0,40.67,27.0,13.83,4.33,6.33,2.33,2.17,68.83,39.0,22.17,12.83,5.33,10.67,74.67,60.17,51.64,51.76,66.39,9.54,54.6,11.59,18.45,55.38,37.24
251,Monte Carlo Masters,2003,top2-8,2.52,2.8,68.56,40.72,28.16,15.44,4.04,6.0,2.6,2.84,68.56,39.52,22.96,13.2,4.28,8.8,76.0,61.12,48.65,49.22,69.16,11.06,55.46,10.01,18.69,55.43,40.54
252,Monte Carlo Masters,2004,champion,1.33,2.83,59.33,41.33,31.0,9.67,2.17,3.5,1.17,1.83,67.67,35.33,22.83,12.33,3.67,8.5,73.17,53.83,48.71,53.2,75.01,10.39,53.72,15.59,18.82,57.61,29.17
253,Monte Carlo Masters,2004,top2-8,2.33,2.5,74.75,42.92,31.0,17.79,4.38,6.33,1.79,3.25,74.88,42.42,26.83,14.83,4.96,9.08,82.0,67.62,45.13,56.55,72.23,8.98,55.89,10.2,14.56,54.81,41.08
254,Monte Carlo Masters,2005,champion,1.17,0.83,68.0,49.33,32.0,10.67,4.5,6.67,1.0,2.0,67.33,36.67,20.0,12.33,4.17,9.67,77.67,57.67,53.37,53.92,64.87,10.33,57.15,16.93,24.35,57.39,40.82
255,Monte Carlo Masters,2005,top2-8,1.84,2.16,63.84,41.08,27.96,12.72,2.72,4.76,2.32,2.56,70.04,42.12,24.76,11.6,3.68,8.48,74.36,59.52,49.18,44.23,68.06,9.28,55.89,14.34,13.74,55.54,35.95
256,Monte Carlo Masters,2006,champion,1.17,1.5,74.67,53.83,35.67,11.5,6.0,8.17,0.83,3.67,77.17,44.0,24.5,14.17,6.17,11.83,85.67,66.17,51.67,58.5,66.26,10.58,55.18,12.46,21.28,56.42,40.85
257,Monte Carlo Masters,2006,top2-8,2.4,3.28,71.2,46.48,32.08,13.28,4.0,6.16,1.76,2.32,76.0,45.8,27.32,13.12,5.28,10.12,80.92,66.28,47.62,57.69,69.02,9.37,53.72,10.28,12.77,54.97,37.84
258,Monte Carlo Masters,2007,champion,1.4,0.6,52.8,33.4,23.8,12.8,1.6,2.2,1.0,3.6,51.6,27.2,14.8,10.2,3.8,8.0,63.2,41.2,54.16,58.33,71.26,16.85,65.98,24.18,25.23,60.54,21.57
259,Monte Carlo Masters,2007,top2-8,3.62,2.79,71.12,42.25,30.46,15.21,3.75,5.79,1.83,3.0,76.33,45.75,28.04,13.0,4.62,9.12,80.96,66.5,47.96,66.42,72.09,10.8,52.68,10.17,14.11,54.9,38.83
260,Monte Carlo Masters,2008,champion,1.0,0.8,52.0,39.0,25.6,7.4,1.4,3.4,1.8,2.4,65.2,39.0,21.0,9.2,3.6,9.0,68.0,49.2,53.95,35.71,65.64,11.79,56.92,21.81,1.18,58.02,27.42
261,Monte Carlo Masters,2008,top2-8,3.65,1.35,65.3,40.45,28.5,13.95,3.2,5.15,2.25,3.1,70.15,40.45,24.75,13.0,4.45,8.7,74.85,60.6,46.75,61.86,70.46,9.27,56.14,12.37,10.99,55.26,37.18
262,Monte Carlo Masters,2009,champion,1.4,1.4,60.4,39.0,26.2,10.8,3.0,5.4,2.0,2.0,62.8,34.8,21.0,9.2,5.0,10.4,69.6,53.6,51.27,41.18,67.18,6.84,50.47,17.61,7.48,56.49,34.18
263,Monte Carlo Masters,2009,top2-8,3.29,2.62,74.1,45.62,32.95,14.05,3.86,6.14,3.1,3.81,78.57,45.48,28.29,14.38,6.81,11.38,82.9,69.76,46.41,51.49,72.23,10.03,49.33,5.87,3.03,54.3,35.05
264,Monte Carlo Masters,2010,champion,2.0,1.0,44.6,29.8,21.4,9.2,2.0,2.6,0.8,2.2,45.2,26.6,13.0,5.6,3.4,8.6,57.2,32.6,60.98,71.43,71.81,22.94,62.16,32.05,37.39,63.7,23.21
265,Monte Carlo Masters,2010,top2-8,2.39,1.7,63.61,41.78,29.17,12.35,2.78,4.52,2.35,2.83,71.87,42.7,25.96,11.74,5.7,10.26,75.7,59.78,48.15,50.42,69.82,9.02,56.57,16.32,5.94,55.88,30.58
266,Monte Carlo Masters,2011,champion,1.2,1.8,60.2,39.6,27.4,11.6,3.2,5.2,1.2,1.2,66.6,37.0,20.6,12.6,6.2,11.0,72.4,54.4,50.25,50.0,69.19,13.51,56.31,13.74,5.18,57.1,32.1
267,Monte Carlo Masters,2011,top2-8,2.9,1.48,57.67,35.71,26.0,11.81,3.0,4.38,1.86,2.29,57.86,33.62,19.71,9.71,3.29,7.67,66.24,49.29,49.2,60.92,72.81,14.18,53.78,13.72,25.6,57.34,36.35
268,Monte Carlo Masters,2012,champion,3.2,1.0,49.2,33.4,26.4,9.8,1.6,2.2,1.6,1.8,55.0,32.8,18.8,10.6,2.8,6.6,61.8,42.4,47.83,66.67,79.04,21.72,62.03,14.28,30.31,59.31,25.0
269,Monte Carlo Masters,2012,top2-8,4.52,2.1,64.52,36.9,27.48,15.1,3.81,5.38,1.71,1.71,65.0,38.71,23.48,11.81,4.29,8.19,72.29,57.24,46.41,72.55,74.47,13.81,54.67,9.75,18.44,55.81,39.65
270,Monte Carlo Masters,2013,champion,3.0,1.2,62.8,38.2,26.6,13.2,1.8,4.4,1.4,3.2,70.2,44.0,24.6,9.8,4.4,9.8,75.6,57.4,51.58,68.18,69.63,13.72,53.66,16.26,-3.99,56.84,30.99
271,Monte Carlo Masters,2013,top2-8,3.18,1.64,63.73,39.18,28.18,13.86,3.23,4.86,2.5,2.23,65.23,37.95,23.59,11.86,3.5,7.64,71.82,57.14,46.62,55.99,71.92,9.76,56.46,12.98,20.65,55.69,38.88
272,Monte Carlo Masters,2014,champion,4.75,1.75,64.0,35.25,28.5,18.0,0.75,1.25,2.5,1.0,66.5,40.75,29.5,11.25,2.75,5.75,72.25,58.25,41.24,65.52,80.85,8.46,62.61,18.92,12.17,55.36,17.86
273,Monte Carlo Masters,2014,top2-8,3.68,1.21,61.68,40.11,30.47,11.63,2.68,4.0,1.53,1.89,67.0,39.11,22.26,12.74,4.74,9.05,74.11,54.58,49.61,70.63,75.97,19.05,53.92,8.24,14.62,57.59,30.65
274,Monte Carlo Masters,2015,champion,1.8,1.4,59.6,37.0,27.4,13.0,2.6,3.8,1.8,2.0,66.8,36.8,22.4,13.0,6.0,10.4,71.8,54.6,48.29,50.0,74.05,13.18,57.52,14.19,10.73,56.8,26.76
275,Monte Carlo Masters,2015,top2-8,4.25,1.35,69.15,43.85,33.35,14.0,3.0,4.2,2.5,1.5,70.3,43.95,28.9,12.35,4.55,7.7,76.4,63.05,42.87,62.96,76.05,10.29,55.34,8.47,12.34,54.79,35.29
276,Monte Carlo Masters,2016,champion,2.0,1.8,72.4,50.8,34.8,10.6,6.8,9.4,3.0,3.2,71.4,39.2,24.0,12.8,6.0,11.0,80.0,63.8,48.94,40.0,68.5,7.28,49.07,9.32,17.79,55.63,46.08
277,Monte Carlo Masters,2016,top2-8,4.9,1.8,71.45,44.1,31.65,14.5,3.65,5.6,2.25,2.25,70.45,40.7,25.85,13.9,4.4,8.4,76.85,65.05,44.65,68.53,71.77,8.26,53.02,6.3,12.8,54.16,40.0
278,Monte Carlo Masters,2017,champion,2.6,1.4,49.8,33.2,22.8,10.2,1.6,3.4,1.4,1.4,66.2,39.8,20.4,11.4,5.0,10.6,67.4,48.6,52.08,65.0,68.67,17.41,61.45,18.27,-0.11,58.1,24.29
279,Monte Carlo Masters,2017,top2-8,2.22,2.04,67.61,38.43,26.09,16.39,3.52,5.61,2.57,2.48,70.43,41.83,24.61,11.3,5.48,10.35,77.0,61.04,51.04,46.35,67.89,9.06,56.17,16.66,9.8,55.78,35.15
280,Monte Carlo Masters,2018,champion,0.8,1.2,47.0,31.6,23.4,10.4,0.8,1.4,2.0,3.0,50.8,26.6,15.0,10.0,4.4,8.6,59.6,38.2,50.8,28.57,74.05,17.66,67.53,26.21,5.98,60.94,14.0
281,Monte Carlo Masters,2018,top2-8,3.89,3.11,80.0,47.0,33.58,17.0,3.47,6.16,3.11,3.0,85.32,50.89,31.74,16.0,5.89,10.58,88.16,77.16,44.47,55.57,71.45,9.08,51.52,5.05,0.66,53.33,36.8
282,Monte Carlo Masters,2019,champion,1.0,3.0,76.2,43.0,28.4,18.0,4.2,6.8,2.8,3.4,69.2,41.6,25.8,12.2,2.8,7.2,77.6,67.8,45.79,26.32,66.05,4.03,54.22,10.02,22.87,53.37,48.57
283,Monte Carlo Masters,2019,top2-8,2.78,2.52,72.61,43.39,30.78,16.13,3.91,5.74,2.48,2.74,74.78,43.3,27.0,13.78,4.3,8.74,80.91,66.48,46.54,52.85,70.94,8.58,55.2,11.43,18.92,54.9,39.64
284,Paris Masters,2001,champion,9.8,1.6,69.0,42.0,33.0,17.0,1.4,2.0,2.6,2.8,73.0,43.0,29.6,12.6,3.8,7.8,80.8,61.2,43.97,79.03,78.57,9.73,62.96,20.96,21.28,56.9,20.41
285,Paris Masters,2001,top2-8,6.68,1.95,70.09,43.41,34.5,15.0,1.82,3.23,8.64,2.27,72.27,42.59,31.32,13.45,4.0,7.0,77.0,65.36,38.49,43.6,79.47,5.93,56.22,10.9,-0.79,54.09,31.57
286,Paris Masters,2002,champion,10.8,1.4,74.8,45.2,37.2,16.6,2.4,3.0,4.6,4.2,81.2,45.2,30.6,17.8,5.2,8.2,86.6,69.4,40.37,70.13,82.3,14.6,56.08,6.64,16.59,55.51,26.79
287,Paris Masters,2002,top2-8,8.8,2.65,64.45,36.75,30.3,15.55,2.5,3.3,7.0,2.8,69.2,40.45,28.2,13.3,3.95,6.9,73.55,60.1,41.11,55.7,82.45,12.73,56.14,9.88,18.51,55.03,32.35
288,Paris Masters,2003,champion,4.83,3.5,77.67,47.17,37.5,16.5,3.17,4.33,5.17,2.33,77.33,42.33,28.67,17.67,2.17,5.0,85.0,70.0,40.48,48.3,79.5,11.77,54.1,3.61,29.81,54.84,46.41
289,Paris Masters,2003,top2-8,6.8,2.6,73.6,44.4,34.5,16.35,3.15,4.4,6.4,3.0,72.0,39.75,29.35,14.95,2.75,5.7,78.55,67.05,38.83,51.52,77.7,3.86,55.99,9.63,23.34,53.95,43.56
290,Paris Masters,2004,champion,10.8,2.0,79.8,44.2,35.2,21.6,3.6,4.4,7.2,2.8,81.0,43.0,31.8,18.0,4.0,6.8,88.0,72.8,38.89,60.0,79.64,5.69,60.67,13.3,23.0,54.73,39.29
291,Paris Masters,2004,top2-8,7.0,2.0,64.52,40.3,31.35,14.17,2.04,2.83,5.3,3.04,68.87,38.87,27.17,13.87,3.22,6.17,73.35,60.04,40.97,56.91,77.79,7.89,58.51,12.28,19.89,54.99,31.44
292,Paris Masters,2005,champion,13.33,1.67,82.67,48.17,40.33,16.67,2.67,4.17,11.67,2.17,75.0,51.17,36.5,11.33,4.83,8.67,84.17,73.5,38.21,53.32,83.72,12.39,48.32,0.77,8.32,53.38,32.48
293,Paris Masters,2005,top2-8,9.0,2.11,68.39,45.33,35.83,12.83,3.22,4.11,5.61,3.22,71.61,41.28,29.56,13.56,4.22,7.39,77.17,62.83,40.16,61.6,79.04,7.43,55.64,10.93,21.25,55.12,35.74
294,Paris Masters,2006,champion,5.2,1.8,56.6,36.4,30.8,11.0,2.2,2.6,3.0,1.6,64.2,39.8,23.6,8.8,4.6,9.4,73.6,47.2,52.64,63.41,84.62,25.32,54.46,18.39,35.68,60.93,21.67
295,Paris Masters,2006,top2-8,7.56,1.83,72.67,44.94,34.44,14.67,2.78,4.33,5.28,2.5,75.44,46.83,32.44,13.22,3.89,7.11,78.89,69.22,40.36,58.88,76.64,7.37,52.9,6.69,9.49,53.26,37.85
296,Paris Masters,2007,champion,7.67,1.17,67.33,37.67,30.33,16.5,2.0,2.83,4.5,1.17,75.0,44.83,30.33,13.17,5.33,8.5,78.33,64.0,42.7,63.02,80.51,12.85,55.63,11.98,7.96,55.03,24.98
297,Paris Masters,2007,top2-8,3.6,1.5,69.3,43.0,30.95,14.85,3.4,4.9,3.6,1.95,69.8,41.25,27.25,13.35,4.2,7.7,75.0,64.1,42.61,50.0,71.98,5.92,56.46,9.7,14.84,53.92,38.89
298,Paris Masters,2008,champion,13.6,3.2,88.2,55.8,43.0,15.6,6.2,8.0,6.4,2.8,86.2,54.6,38.4,16.4,3.6,6.4,90.0,84.4,36.71,68.0,77.06,6.73,48.15,-3.75,21.25,51.61,55.56
299,Paris Masters,2008,top2-8,7.12,1.53,61.88,37.88,30.24,13.88,2.53,3.18,6.29,2.53,63.12,35.06,24.59,12.88,3.29,6.29,69.76,55.24,41.71,53.09,79.83,9.69,57.83,11.93,27.25,55.81,33.58
300,Paris Masters,2009,champion,4.2,4.2,68.6,44.4,31.8,13.4,4.2,6.4,5.4,2.8,66.0,38.8,26.0,10.8,3.8,8.0,74.4,60.2,45.44,43.75,71.62,4.61,55.37,15.66,18.12,55.27,44.44
301,Paris Masters,2009,top2-8,9.28,1.06,76.28,49.28,37.22,14.61,3.94,5.28,7.33,2.39,78.56,48.67,35.22,13.56,4.72,7.56,81.61,73.22,39.37,55.87,75.53,3.17,54.11,8.74,12.19,52.71,41.12
302,Paris Masters,2010,champion,12.8,3.0,74.4,44.2,36.0,16.4,2.4,3.0,12.0,3.0,69.8,40.4,31.2,12.6,2.8,5.6,78.4,65.8,39.31,51.61,81.45,4.22,54.3,11.44,30.0,54.37,34.88
303,Paris Masters,2010,top2-8,9.63,2.58,72.26,43.74,34.63,16.32,2.79,3.89,6.0,2.53,75.32,45.79,32.89,14.11,4.16,6.84,79.26,68.32,38.47,61.61,79.17,7.34,57.22,9.44,10.9,53.71,36.25
304,Paris Masters,2011,champion,4.6,1.0,54.0,35.4,30.4,10.8,1.4,1.8,4.8,3.2,57.4,33.4,23.8,10.0,2.6,5.6,64.8,46.6,41.24,48.94,85.88,14.62,58.06,16.39,31.35,58.17,24.32
305,Paris Masters,2011,top2-8,6.47,1.95,70.74,43.84,33.58,14.63,3.53,4.58,3.79,2.68,70.16,39.05,27.53,14.42,4.0,7.0,76.42,64.47,41.18,63.06,76.6,6.1,54.39,8.04,19.93,54.24,39.55
306,Paris Masters,2012,champion,2.0,1.6,72.4,47.6,34.2,13.6,3.6,4.6,5.0,2.2,60.6,35.6,24.2,9.8,4.8,8.6,74.4,58.6,44.25,28.57,71.85,3.87,54.84,15.64,22.45,55.94,34.85
307,Paris Masters,2012,top2-8,9.52,2.38,68.57,42.19,33.33,15.71,2.19,3.1,6.19,2.24,70.0,40.71,29.24,14.29,2.81,5.05,75.52,63.05,38.43,60.6,79.0,7.17,59.55,10.76,15.01,54.5,38.04
308,Paris Masters,2013,champion,5.6,2.0,70.6,44.6,34.8,16.0,3.0,4.0,6.0,2.8,82.2,56.0,35.8,11.6,6.4,9.8,85.6,67.2,42.5,48.28,78.03,14.1,61.54,17.27,9.69,56.02,28.99
309,Paris Masters,2013,top2-8,6.17,1.94,67.89,43.0,33.0,14.78,3.0,4.0,6.5,3.61,74.11,45.83,31.33,12.17,4.0,7.11,78.39,63.61,41.87,48.7,76.74,8.38,59.38,16.35,18.74,55.2,36.0
310,Paris Masters,2014,champion,3.4,1.4,58.2,38.0,30.2,10.8,2.0,2.8,5.8,2.6,57.8,33.6,22.6,9.6,5.2,8.4,66.6,49.4,44.59,36.96,79.47,12.21,53.47,13.8,9.53,57.41,25.0
311,Paris Masters,2014,top2-8,9.44,2.61,83.17,49.94,39.61,17.56,2.67,4.11,5.78,3.56,84.33,49.94,36.17,16.72,4.33,7.5,88.61,78.89,38.34,62.02,79.32,6.89,52.84,4.22,7.23,52.9,35.4
312,Paris Masters,2015,champion,3.2,1.2,68.4,45.2,33.2,12.4,2.4,4.2,3.8,1.4,70.2,41.8,26.8,11.6,4.0,7.8,77.4,61.2,46.33,45.71,73.45,9.34,53.45,12.6,5.86,55.84,35.0
313,Paris Masters,2015,top2-8,7.67,1.61,71.11,42.67,33.56,17.0,3.56,4.56,6.39,2.17,74.5,44.67,30.67,14.28,3.78,7.0,80.11,65.5,41.25,54.55,78.65,9.99,59.77,11.9,24.07,55.02,39.45
314,Paris Masters,2016,champion,6.75,3.25,83.0,54.25,44.25,14.5,5.25,6.5,9.75,5.0,78.0,47.75,37.0,12.75,4.25,7.75,87.0,74.0,38.44,40.91,81.57,4.08,50.43,8.28,25.93,54.04,45.61
315,Paris Masters,2016,top2-8,12.45,2.3,69.5,44.9,36.3,14.1,1.85,2.85,4.65,2.8,74.2,43.1,31.7,15.4,2.65,5.15,77.5,66.2,36.44,72.81,80.85,7.3,57.32,7.8,13.45,53.93,35.62
316,Paris Masters,2017,champion,9.2,4.6,87.8,55.6,42.8,16.0,2.8,5.0,7.4,5.6,92.0,57.2,39.8,14.4,5.2,9.2,96.6,83.2,41.68,55.42,76.98,7.4,49.69,8.31,-0.52,53.73,35.21
